unique_plan_id,provider_name,service_plan_name,tier_plan_name,connection_type,monthly_price,intro_rate,intro_rate_price,intro_rate_time,contract_req,contract_time,contract_terms_url,early_termination_fee,single_purchase_fee_descr,single_purchase_fees,monthly_provider_fee_descr,monthly_provider_fees,declined_auto_payment,tax,bundle_discounts_url,typical_download_speed,typical_upload_speed,typical_latency,monthly_data_allow,over_usage_data_price,additional_data_increments,data_allowance_policy_url,network_management_policy_url,privacy_policy_url,customer_support_phone,customer_support_web
F0025646373260529SP2WCAAEN,Spectrum,Internet Premier,NULL,Fixed,85,Yes,40.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Late Fee;Change of Service;Professional Installation;Hourly Labor Charge,20.00;5.00;Up to 8.95;50.00;50.00;50.00,Optional Invincible WiFi;California Cost Recovery Charge;Optional WiFi Service,30.00;1.25;10.00,5.00,0.00,https://www.spectrum.com/packages,572 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260529SP2WCASEN,Spectrum,Internet Premier,NULL,Fixed,85,Yes,40.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Late Fee;Change of Service;Professional Installation;Hourly Labor Charge,20.00;5.00;Up to 8.95;50.00;50.00;50.00,Optional Invincible WiFi;California Cost Recovery Charge;Optional WiFi Service,30.00;1.25;10.00,5.00,0.00,https://www.spectrum.com/packages,577 ,525 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4NATAEN,Spectrum,Internet Gig,NULL,Fixed,105.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1045 ,40 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4NATSEN,Spectrum,Internet Gig,NULL,Fixed,105.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4WCAAEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,50.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1045 ,40 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4WCASEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,50.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4WNTAEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,50.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1045 ,40 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4WNTSEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,50.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4C1YAEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,70.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Late Fee;Change of Service;Professional Installation;Hourly Labor Charge,20.00;5.00;Up to 8.95;50.00;50.00;50.00,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1045 ,40 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4C1YSEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,70.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Late Fee;Change of Service;Professional Installation;Hourly Labor Charge,20.00;5.00;Up to 8.95;50.00;50.00;50.00,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4N1YAEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,70.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Late Fee;Change of Service;Professional Installation;Hourly Labor Charge,20.00;5.00;Up to 8.95;50.00;50.00;50.00,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1045 ,40 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4N1YSEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,70.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Late Fee;Change of Service;Professional Installation;Hourly Labor Charge,20.00;5.00;Up to 8.95;50.00;50.00;50.00,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4CALAEN,Spectrum,Internet Gig,NULL,Fixed,105.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Late Fee;Change of Service;Professional Installation;Hourly Labor Charge,20.00;5.00;Up to 8.95;50.00;50.00;50.00,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1045 ,40 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4CALSEN,Spectrum,Internet Gig,NULL,Fixed,105.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Late Fee;Change of Service;Professional Installation;Hourly Labor Charge,20.00;5.00;Up to 8.95;50.00;50.00;50.00,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4N5WAEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,50.00,60,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1045 ,40 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4N5WSEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,50.00,60,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4C5WAEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,50.00,60,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1045 ,40 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4C5WSEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,50.00,60,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4C3YAEN,Spectrum,Internet Gig,NULL,Fixed,85,Yes,40.00,36,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1045 ,40 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4C3YSEN,Spectrum,Internet Gig,NULL,Fixed,85,Yes,40.00,36,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4N3YAEN,Spectrum,Internet Gig,NULL,Fixed,85,Yes,40.00,36,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1045 ,40 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4N3YSEN,Spectrum,Internet Gig,NULL,Fixed,85,Yes,40.00,36,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4C2YAEN,Spectrum,Internet Gig,NULL,Fixed,85,Yes,40.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Late Fee;Change of Service;Professional Installation;Hourly Labor Charge,20.00;5.00;Up to 8.95;50.00;50.00;50.00,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1045 ,40 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4C2YSEN,Spectrum,Internet Gig,NULL,Fixed,85,Yes,40.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Late Fee;Change of Service;Professional Installation;Hourly Labor Charge,20.00;5.00;Up to 8.95;50.00;50.00;50.00,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4N2YAEN,Spectrum,Internet Gig,NULL,Fixed,85,Yes,40.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1045 ,40 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SG4N2YSEN,Spectrum,Internet Gig,NULL,Fixed,85,Yes,40.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260529SG2WCAAEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,60.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1045 ,40 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260529SG2WCASEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,60.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,California Cost Recovery Charge;Optional WiFi Service;Optional Invincible WiFi,1.25;0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260529SG2WNTAEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,60.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1045 ,40 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260529SG2WNTSEN,Spectrum,Internet Gig,NULL,Fixed,105,Yes,60.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,1159 ,1050 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SA4CALAEN,Spectrum,Internet Assist,NULL,Fixed,25.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;California Cost Recovery Charge;Optional WiFi Service,30.00;1.25;10.00,5.00,0.00,https://www.spectrum.com/packages,57 ,11 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SA4CALSEN,Spectrum,Internet Assist,NULL,Fixed,25.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;California Cost Recovery Charge;Optional WiFi Service,30.00;1.25;10.00,5.00,0.00,https://www.spectrum.com/packages,57 ,52 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SA4HHIAEN,Spectrum,Internet Assist,NULL,Fixed,25.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5.00,0.00,https://www.spectrum.com/packages,57 ,11 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SA4NATAEN,Spectrum,Internet Assist,NULL,Fixed,25.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Late Fee;Change of Service;Professional Installation;Hourly Labor Charge,20.00;5.00;Up to 8.95;50.00;50.00;50.00,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5.00,0.00,https://www.spectrum.com/packages,57 ,11 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SA4NATSEN,Spectrum,Internet Assist,NULL,Fixed,25.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Late Fee;Change of Service;Professional Installation;Hourly Labor Charge,20.00;5.00;Up to 8.95;50.00;50.00;50.00,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5.00,0.00,https://www.spectrum.com/packages,57 ,52 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4HHIAEN,Spectrum,Internet Advantage,NULL,Fixed,50.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4H1YAEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,30.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4H2YAEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20.00,24,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;20.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4H1WAEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4NATAEN,Spectrum,Internet Advantage,NULL,Fixed,50.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4NATSEN,Spectrum,Internet Advantage,NULL,Fixed,50.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5.00,0.00,https://www.spectrum.com/packages,116 ,105 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4CALAEN,Spectrum,Internet Advantage,NULL,Fixed,50.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;California Cost Recovery Charge;Optional WiFi Service,30.00;1.25;10.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4CALSEN,Spectrum,Internet Advantage,NULL,Fixed,50.00,No,NULL,NULL,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;California Cost Recovery Charge;Optional WiFi Service,30.00;1.25;10.00,5.00,0.00,https://www.spectrum.com/packages,116 ,105 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4N1YAEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,30.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4N1YSEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,30.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5.00,0.00,https://www.spectrum.com/packages,116 ,105 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4C1YAEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,30.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;California Cost Recovery Charge;Optional WiFi Service,30.00;1.25;10.00,5.00,0.00,https://www.spectrum.com/packages,113 ,23 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4C1YSEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,30.00,12,No,NULL,NULL,0.00,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;California Cost Recovery Charge;Optional WiFi Service,30.00;1.25;10.00,5.00,0.00,https://www.spectrum.com/packages,116 ,105 ,19,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
