unique_plan_id,provider_name,service_plan_name,tier_plan_name,connection_type,monthly_price,intro_rate,intro_rate_price,intro_rate_time,contract_req,contract_time,contract_terms_url,early_termination_fee,single_purchase_fee_descr,single_purchase_fees,monthly_provider_fee_descr,monthly_provider_fees,declined_auto_payment,tax,bundle_discounts_url,typical_download_speed,typical_upload_speed,typical_latency,speed_disclaimer                                                                                                                                                                                        ,monthly_data_allow,over_usage_data_price,additional_data_increments,data_allowance_policy_url,network_management_policy_url,privacy_policy_url,customer_support_phone,customer_support_web
F0025646373260429SD4N1WSEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20,12,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5,0,https://www.spectrum.com/packages,116,105,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SD4H3YAEN,Spectrum,Internet Advantage,NULL,Fixed,50,Yes,20,36,No,NULL,NULL,0,Reconnect Fee;Professional Installation;Late Fee;Change of Service;Service Activation;Hourly Labor Charge,5.00;50.00;Up to 8.95;50.00;20.00;50.00,Optional Invincible WiFi;Optional WiFi Service,20.00;0.00,5,0,https://www.spectrum.com/packages,113,23,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIN2YAEN,Spectrum,Internet 2 Gig,NULL,Fixed,105,Yes,60,24,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5,0,https://www.spectrum.com/packages,2056,1002,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIN2YSEN,Spectrum,Internet 2 Gig,NULL,Fixed,105,Yes,60,24,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5,0,https://www.spectrum.com/packages,2058,2071,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIN3YAEN,Spectrum,Internet 2 Gig,NULL,Fixed,105,Yes,60,36,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5,0,https://www.spectrum.com/packages,2056,1002,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIN3YSEN,Spectrum,Internet 2 Gig,NULL,Fixed,105,Yes,60,36,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5,0,https://www.spectrum.com/packages,2058,2071,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GINATAEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,No,NULL,NULL,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5,0,https://www.spectrum.com/packages,2056,1002,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GINATSEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,No,NULL,NULL,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5,0,https://www.spectrum.com/packages,2058,2071,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIN1YAEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,90,12,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5,0,https://www.spectrum.com/packages,2056,1002,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022GIN1YSEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,90,12,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5,0,https://www.spectrum.com/packages,2058,2071,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022G4NW5AEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,70,60,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5,0,https://www.spectrum.com/packages,2056,1002,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606022G4NW5SEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,70,60,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5,0,https://www.spectrum.com/packages,2058,2071,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606242GIWB2AEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,70,24,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5,0,https://www.spectrum.com/packages,2056,1002,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F00256463732606242GIWB2SEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,Yes,70,24,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,0.00;0.00,5,0,https://www.spectrum.com/packages,2058,2071,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SA4NNTSEN,Spectrum,Internet Assist,NULL,Fixed,35,No,NULL,NULL,No,NULL,NULL,0,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,Modem and Advanced WiFi service;Optional Invincible WiFi,Included;0.00,5,0,https://www.spectrum.com/packages,57,52,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260429SA4NHIAEN,Spectrum,Internet Assist,NULL,Fixed,35,No,NULL,NULL,No,NULL,NULL,0,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,Modem and Advanced WiFi service;Optional Invincible WiFi,Included;0.00,5,0,https://www.spectrum.com/packages,57,11,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260429SD4NNTSEN,Spectrum,Internet Advantage,NULL,Fixed,60,No,NULL,NULL,No,NULL,NULL,0,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,Modem and Advanced WiFi service;Optional Invincible WiFi,Included;0.00,5,0,https://www.spectrum.com/packages,116,105,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260429SD4NHIAEN,Spectrum,Internet Advantage,NULL,Fixed,60,No,NULL,NULL,No,NULL,NULL,0,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,Modem and Advanced WiFi service;Optional Invincible WiFi,Included;0.00,5,0,https://www.spectrum.com/packages,113,23,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260429SP4NNTSEN,Spectrum,Internet Premier,NULL,Fixed,95,No,NULL,NULL,No,NULL,NULL,0,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,Modem and Advanced WiFi service;Optional Invincible WiFi,Included;0.00,5,0,https://www.spectrum.com/packages,577,525,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260429SG4NNTSEN,Spectrum,Internet Gig,NULL,Fixed,105,No,NULL,NULL,No,NULL,NULL,0,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,Modem and Advanced WiFi service;Optional Invincible WiFi,Included;0.00,5,0,https://www.spectrum.com/packages,1159,1050,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260602S2G4NNSEN,Spectrum,Internet 2 Gig,NULL,Fixed,125,No,NULL,NULL,No,NULL,NULL,0,Service Activation;Change of Service;Hourly Labor Charge;Professional Installation;Reconnect Fee;Late Fee,20.00;0.00;0.00;0.00;0.00;Up to 8.95,Modem and Advanced WiFi service;Optional Invincible WiFi,Included;0.00,5,0,https://www.spectrum.com/packages,2058,2071,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 798-0166,https://www.spectrum.net/contact-us
F0025646373260602S2GNATAEN,Spectrum,Internet 2 Gig,NULL,Fixed,130,No,NULL,NULL,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,10.00;20.00,5,0,https://www.spectrum.com/packages,2056,1002,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260602S2GNATSEN,Spectrum,Internet 2 Gig,NULL,Fixed,130,No,NULL,NULL,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional WiFi Service;Optional Invincible WiFi,10.00;20.00,5,0,https://www.spectrum.com/packages,2058,2071,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SID4HIAEN,Spectrum,Internet Assist,NULL,Fixed,15,No,NULL,NULL,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5,0,https://www.spectrum.com/packages,57,11,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SID4NTAEN,Spectrum,Internet Assist,NULL,Fixed,15,No,NULL,NULL,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5,0,https://www.spectrum.com/packages,57,11,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
F0025646373260429SID4NTSEN,Spectrum,Internet Assist,NULL,Fixed,15,No,NULL,NULL,No,NULL,NULL,0,Service Activation;Reconnect Fee;Change of Service;Professional Installation;Hourly Labor Charge;Late Fee,20.00;5.00;50.00;50.00;50.00;Up to 8.95,Optional Invincible WiFi;Optional WiFi Service,30.00;10.00,5,0,https://www.spectrum.com/packages,57,52,19,NULL,NULL,NULL,NULL,NULL,https://www.spectrum.com/policies/network-management-practices,https://www.spectrum.com/policies/privacy-policy,(833) 267-6094,https://www.spectrum.net/contact-us
