provider_name,service_plan_name,connection_type,unique_plan_id,monthly_price,intro_rate,intro_rate_price,intro_rate_time,contract_req,contract_time,contract_terms_url,early_termination_fee,single_purchase_fee_descr,single_purchase_fees,monthly_provider_fee _descr,monthly_provider_fee,tax,bundle_discounts_url,typical_download_speed,typical_upload_speed,typical_latency,monthly_data_allow,over_usage_data_price,additionalDataIncrement,data_allowance_policy_url,network_management_policy_url,privacy_policy_url,customer_support_phone,customer_support_web
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317266,80.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000317267,64.95,Yes,64.95,12,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  300M/ 300M Internet Access,Fixed,F0030023295R00000000317268,65.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,318.35 Mbps,306.70 Mbps,13.1 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  300M/ 300M Internet Access,Fixed,F0030023295R00000000317269,65.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,318.35 Mbps,306.70 Mbps,13.1 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317270,59.95,Yes,59.95,24,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317271,54.95,Yes,54.95,12,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000317273,0.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317274,89.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  200M/ 200M Internet Access,Fixed,F0030023295R00000000317275,65.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,204.59 Mbps,204.83 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000317276,49.95,Yes,49.95,12,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317277,89.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee,4.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2GB/1GB Internet Access,Fixed,F0030023295R00000000317278,89.95,Yes,89.95,12,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,2093.49 Mbps,992.38 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000317279,119.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000317280,59.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  150M/150M Internet Access,Fixed,F0030023295R00000000317281,29.95,Yes,29.95,12,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,163.93 Mbps,157.47 Mbps,13.1 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2GB/1GB Internet Access,Fixed,F0030023295R00000000317282,80.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;Tech Assure,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,2093.49 Mbps,992.38 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317283,84.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317284,70.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 3G/3G Internet Access,Fixed,F0030023295R00000000317285,115.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,NULL,NULL,NULL,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317286,69.95,Yes,69.95,12,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000317287,59.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000317288,119.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee,4.95,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000317289,80.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;Tech Assure,4.95;12.00,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000317290,44.95,Yes,44.95,12,No,NULL,NULL,$0,Installation Fee,75.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000317291,95.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;0.00,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  750M/ 750M Internet Access,Fixed,F0030023295R00000000317292,85.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,758.51 Mbps,763.03 Mbps,13.1 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317293,69.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 5G/5G Internet Access,Fixed,F0030023295R00000000317294,109.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,Tech Assure,12.95,Varies by location,https://www.metronet.com/offer-details,4982.19 Mbps,4955.16 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000317295,59.95,Yes,59.95,12,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000317296,49.95,Yes,49.95,36,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317297,80.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317298,54.95,Yes,54.95,36,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;0.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  100M/ 100M Internet Access,Fixed,F0030023295R00000000317299,49.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;0.00,Varies by location,https://www.metronet.com/offer-details,108.47 Mbps,105.13 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317300,59.95,Yes,59.95,12,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000317301,59.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 5G/5G Internet Access,Fixed,F0030023295R00000000317302,129.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,4982.19 Mbps,4955.16 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 5G/5G Internet Access,Fixed,F0030023295R00000000317303,109.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,4982.19 Mbps,4955.16 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000317305,80.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317306,60.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000317307,109.95,Yes,109.95,12,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317308,70.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000317309,60.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee,4.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317310,69.95,Yes,69.95,12,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000317311,64.95,Yes,64.95,12,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317312,75.00,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317313,69.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee,4.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  100M/ 100M Internet Access,Fixed,F0030023295R00000000317314,55.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,108.47 Mbps,105.13 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2GB/1GB Internet Access,Fixed,F0030023295R00000000317315,74.95,Yes,74.95,36,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,2093.49 Mbps,992.38 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000317316,80.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee,4.95,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000317317,60.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,75.00,(Optional) Billing Fee;Tech Assure,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000317318,109.95,Yes,109.95,24,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.00,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317319,54.95,Yes,54.95,36,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317320,69.95,No,NULL,NULL,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  150M/150M Internet Access,Fixed,F0030023295R00000000317321,54.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,50.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,163.93 Mbps,157.47 Mbps,13.1 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317322,59.95,Yes,59.95,12,No,NULL,NULL,$0,NULL,NULL,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317324,89.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,75.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000317325,69.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;0.00,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317326,59.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee,4.95,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet  500M/ 500M Internet Access,Fixed,F0030023295R00000000317327,70.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental;Tech Assure,4.95;0.00;12.95,Varies by location,https://www.metronet.com/offer-details,505.2 Mbps,510.48 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 1G/1G Internet Access,Fixed,F0030023295R00000000317328,59.95,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;(Optional) Router Rental,4.95;0.00,Varies by location,https://www.metronet.com/offer-details,943.85 Mbps,940.75 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
Metronet,Metronet 2G/2G Internet Access,Fixed,F0030023295R00000000317329,95.00,No,NULL,NULL,No,NULL,NULL,$0,Installation Fee,25.00,(Optional) Billing Fee;Tech Assure,4.95;12.95,Varies by location,https://www.metronet.com/offer-details,2083.36 Mbps,2017.41 Mbps,13 Milliseconds,Unlimited GB,$0,GB,N/A,https://www.metronet.com/network-management,https://www.metronet.com/aup-privacy,(877) 407-3224,https://metronet.com/support
